full_name,age,league,position,current_club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Aaron Ramsey,29,Serie A,Midfielder,Juventus,1049,587,462,24,12,12,3,2,1,1,0,12,3,9,2,0.34,0.09,0.26,0.31,0.19,350,44,1049
Abdoulaye Traorè,20,Serie A,Forward,Hellas Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Marušić,28,Serie A,Defender,Lazio,940,500,440,15,9,6,2,1,1,1,0,10,4,6,3,0.29,0.1,0.19,0.18,0.2,470,63,940
Adrien Rabiot,25,Serie A,Midfielder,Juventus,1917,1110,807,28,15,13,1,0,1,1,0,20,8,12,7,0.09,0.05,0.05,0,0.11,1917,68,1917
Adrien Tameze,26,Serie A,Midfielder,Atalanta,206,91,115,7,2,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,29,0
Alan Pereira Empereur,26,Serie A,Defender,Hellas Verona,852,410,442,13,6,7,0,0,0,0,0,14,5,9,3,0,0,0,0,0,0,66,0
Alberto Cerri,24,Serie A,Forward,SPAL,655,279,376,19,9,10,2,2,0,0,0,22,12,10,2,0.27,0,0.27,0.65,0,328,34,0
Alberto Grassi,25,Serie A,Midfielder,Parma,636,351,285,16,9,7,1,1,0,1,0,12,4,8,6,0.28,0.14,0.14,0.26,0,636,40,636
Alberto Paloschi,30,Serie A,Forward,Cagliari,637,295,342,17,9,8,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,37,0
Albin Ekdal,31,Serie A,Midfielder,Sampdoria,2386,1206,1180,32,16,16,0,0,0,2,0,39,16,23,8,0.08,0.08,0,0,0,0,75,1193
Alejandro Gómez,32,Serie A,Midfielder,Atalanta,2860,1394,1466,36,18,18,7,3,4,16,0,35,19,16,2,0.72,0.5,0.22,0.19,0.25,409,79,179
Aleksa Terzić,21,Serie A,Defender,Fiorentina,6,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Aleksandar Kolarov,34,Serie A,Defender,Roma,2730,1560,1170,32,19,13,7,2,5,3,2,35,24,11,6,0.33,0.1,0.23,0.12,0.38,390,85,910
Aleš Matějů,24,Serie A,Defender,Brescia,2548,1281,1267,31,15,16,0,0,0,1,0,53,22,31,10,0.04,0.04,0,0,0,0,82,2548
Alessandro Bastoni,21,Serie A,Defender,Inter Milan,1922,1033,889,25,13,12,2,0,2,0,0,23,12,11,9,0.09,0,0.09,0,0.2,961,77,0
Alessandro Berardi,29,Serie A,Goalkeeper,Hellas Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Buongiorno,21,Serie A,Defender,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Deiola,25,Serie A,Midfielder,Lecce,718,345,373,11,6,5,1,1,0,1,0,18,8,10,3,0.25,0.13,0.13,0.26,0,718,65,718
Alessandro Florenzi,29,Serie A,Midfielder,Roma,1002,588,414,14,7,7,0,0,0,1,0,14,11,3,5,0.09,0.09,0,0,0,0,72,1002
Alessandro Lombardi,20,Serie A,Midfielder,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Matri,36,Serie A,Forward,Brescia,82,48,34,8,4,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,10,0
Alessandro Mercati,18,Serie A,Midfielder,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Murgia,24,Serie A,Midfielder,SPAL,1752,916,836,25,13,12,0,0,0,1,0,39,22,17,3,0.05,0.05,0,0,0,0,70,1752
Alessandro Russo,19,Serie A,Goalkeeper,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Semprini,22,Serie A,Defender,Brescia,627,311,316,12,7,5,1,1,0,0,0,19,4,15,2,0.14,0,0.14,0.29,0,627,52,0
Alessandro Tripaldelli,21,Serie A,Defender,Sassuolo,134,134,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,67,0
Alessio Cragno,26,Serie A,Goalkeeper,Cagliari,1440,720,720,16,8,8,0,0,0,0,0,20,7,13,1,0,0,0,0,0,0,90,0
Alessio Riccardi,19,Serie A,Forward,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessio Romagnoli,25,Serie A,Defender,AC Milan,3092,1530,1562,35,17,18,1,1,0,0,0,41,18,23,4,0.03,0,0.03,0.06,0,3092,88,0
Álex Berenguer,25,Serie A,Forward,Torino,1828,753,1075,29,14,15,6,2,4,2,0,36,15,21,4,0.39,0.1,0.3,0.24,0.33,305,63,914
Alex Ferrari,26,Serie A,Defender,Sampdoria,1005,519,486,12,6,6,0,0,0,0,0,12,5,7,4,0,0,0,0,0,0,84,0
Alex Meret,23,Serie A,Goalkeeper,Napoli,1950,810,1140,22,9,13,0,0,0,0,0,30,9,21,0,0,0,0,0,0,0,89,0
Alex Sandro,29,Serie A,Defender,Juventus,2386,1121,1265,29,14,15,1,0,1,3,0,29,10,19,4,0.15,0.11,0.04,0,0.07,2386,82,795
Alexis Saelemaekers,21,Serie A,Midfielder,AC Milan,684,265,419,13,6,7,1,1,0,0,0,9,4,5,4,0.13,0,0.13,0.34,0,684,53,0
Alexis Sanchez,31,Serie A,Forward,Inter Milan,917,490,427,22,11,11,4,1,3,8,1,9,5,4,4,1.18,0.79,0.39,0.18,0.63,229,42,115
Alfred Duncan,27,Serie A,Midfielder,Fiorentina,1735,907,828,26,13,13,2,1,1,6,0,25,15,10,5,0.41,0.31,0.1,0.1,0.11,868,67,289
Alfredo Donnarumma,29,Serie A,Forward,Brescia,1685,728,957,31,15,16,7,5,2,2,2,41,16,25,1,0.48,0.11,0.37,0.62,0.19,241,54,843
Allan,29,Serie A,Midfielder,Napoli,1281,520,761,23,10,13,2,1,1,1,0,19,7,12,3,0.21,0.07,0.14,0.17,0.12,641,56,1281
Altin Kryeziu,18,Serie A,Midfielder,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aly Malle,22,Serie A,Forward,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amad Diallo Traoré,18,Serie A,Forward,Atalanta,24,24,0,3,3,0,1,1,0,0,0,0,0,0,0,3.75,0,3.75,3.75,0,24,8,0
Amadou Diawara,23,Serie A,Midfielder,Roma,1523,808,715,22,11,11,1,0,1,1,1,19,12,7,4,0.12,0.06,0.06,0,0.13,1523,69,1523
Amin Younes,27,Serie A,Forward,Napoli,169,96,73,9,4,5,1,1,0,0,0,1,0,1,1,0.53,0,0.53,0.94,0,169,19,0
Amir Rrahmani,26,Serie A,Defender,Hellas Verona,3229,1609,1620,36,18,18,0,0,0,1,0,42,22,20,5,0.03,0.03,0,0,0,0,90,3229
André Anderson Pomilio Lima da Silva,21,Serie A,Forward,Lazio,56,10,46,6,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0
André Silva,25,Serie A,Forward,AC Milan,61,61,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,0
Andrea Adorante,20,Serie A,Forward,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Belotti,26,Serie A,Forward,Torino,3010,1466,1544,36,18,18,16,8,8,3,7,58,23,35,4,0.57,0.09,0.48,0.49,0.47,188,84,1003
Andrea Bertolacci,29,Serie A,Midfielder,Sampdoria,537,333,204,12,8,4,0,0,0,0,0,8,5,3,3,0,0,0,0,0,0,45,0
Andrea Carboni,19,Serie A,Defender,Cagliari,369,161,208,7,3,4,0,0,0,0,0,7,3,4,6,0,0,0,0,0,0,53,0
Andrea Cistana,23,Serie A,Midfielder,Brescia,1839,939,900,21,11,10,1,1,0,0,0,32,19,13,8,0.05,0,0.05,0.1,0,1839,88,0
Andrea Consigli,33,Serie A,Goalkeeper,Sassuolo,2790,1530,1260,31,17,14,0,0,0,0,0,50,28,22,1,0,0,0,0,0,0,90,0
Andrea Conti,26,Serie A,Defender,AC Milan,1729,758,971,23,9,14,0,0,0,2,0,27,11,16,8,0.1,0.1,0,0,0,0,75,865
Andrea Danzi,21,Serie A,Midfielder,Hellas Verona,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Favilli,23,Serie A,Forward,Genoa,652,382,270,20,11,9,0,0,0,0,0,11,7,4,4,0,0,0,0,0,0,33,0
Andrea Ghezzi,19,Serie A,Midfielder,Brescia,32,21,11,5,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,0
Andrea Ghion,20,Serie A,Midfielder,Sassuolo,45,23,22,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Andrea La Mantia,29,Serie A,Forward,Lecce,550,238,312,12,6,6,2,0,2,0,0,17,6,11,1,0.33,0,0.33,0,0.58,275,46,0
Andrea Masiello,34,Serie A,Defender,Genoa,1872,850,1022,22,10,12,0,0,0,1,0,34,16,18,5,0.05,0.05,0,0,0,0,85,1872
Andrea Papetti,18,Serie A,Defender,Brescia,917,384,533,11,5,6,1,1,0,0,0,25,7,18,5,0.1,0,0.1,0.23,0,917,83,0
Andrea Petagna,25,Serie A,Forward,SPAL,3033,1551,1482,36,18,18,12,6,6,1,5,55,28,27,5,0.39,0.03,0.36,0.35,0.36,253,84,3033
Andrea Pinamonti,21,Serie A,Forward,Genoa,2239,1121,1118,32,16,16,5,1,4,1,1,43,18,25,1,0.24,0.04,0.2,0.08,0.32,448,70,2239
Andrea Poli,31,Serie A,Midfielder,Bologna,1926,986,940,28,16,12,2,1,1,0,0,31,16,15,5,0.09,0,0.09,0.09,0.1,963,69,0
Andrea Ranocchia,32,Serie A,Defender,Inter Milan,525,255,270,7,4,3,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,75,0
Andrea Rispoli,32,Serie A,Defender,Lecce,1904,1021,883,28,14,14,0,0,0,0,0,42,23,19,6,0,0,0,0,0,0,68,0
Andrea Seculin,30,Serie A,Goalkeeper,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Tabanelli,30,Serie A,Midfielder,Lecce,965,425,540,13,7,6,1,1,0,0,0,16,9,7,4,0.09,0,0.09,0.21,0,965,74,0
Andreas Cornelius,27,Serie A,Forward,Parma,1491,729,762,26,12,14,12,6,6,3,0,19,9,10,1,0.91,0.18,0.72,0.74,0.71,124,57,497
Andreas Skov Olsen,20,Serie A,Midfielder,Bologna,747,423,324,26,12,14,1,0,1,0,0,10,6,4,2,0.12,0,0.12,0,0.28,747,29,0
Andreaw Gravillon,22,Serie A,Defender,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andri Fannar Baldursson,18,Serie A,Midfielder,Bologna,136,77,59,7,4,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,19,0
Ante Rebić,27,Serie A,Forward,AC Milan,1396,728,668,26,13,13,11,6,5,3,0,20,10,10,5,0.9,0.19,0.71,0.74,0.67,127,54,465
Antonín Barák,25,Serie A,Midfielder,Lecce,1556,793,763,24,11,13,2,2,0,1,0,37,21,16,1,0.17,0.06,0.12,0.23,0,778,65,1556
Antonino Barillà,32,Serie A,Midfielder,Parma,1692,783,909,26,12,14,1,1,0,2,0,30,12,18,6,0.16,0.11,0.05,0.11,0,1692,65,846
Antonino Gallo,20,Serie A,Defender,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonino La Gumina,24,Serie A,Forward,Sampdoria,186,103,83,5,2,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,37,0
Antonio Barreca,25,Serie A,Defender,Genoa,1096,667,429,18,11,7,0,0,0,1,0,21,11,10,0,0.08,0.08,0,0,0,0,61,1096
Antonio Candreva,33,Serie A,Midfielder,Inter Milan,2000,1015,985,32,16,16,5,3,2,7,0,26,11,15,5,0.54,0.32,0.23,0.27,0.18,400,63,286
Antonio Donnarumma,30,Serie A,Goalkeeper,AC Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Antonio Mirante,37,Serie A,Goalkeeper,Roma,450,180,270,5,2,3,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,90,0
Antonio Pio Daniele,18,Serie A,Goalkeeper,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Rosati,37,Serie A,Goalkeeper,Torino,90,0,90,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,0
Antonio Sanabria,24,Serie A,Forward,Genoa,1390,670,720,24,11,13,6,3,3,2,0,32,14,18,3,0.52,0.13,0.39,0.4,0.38,232,58,695
Arkadiusz Milik,26,Serie A,Forward,Napoli,1751,934,817,26,14,12,11,7,4,0,0,22,12,10,5,0.57,0,0.57,0.67,0.44,159,67,0
Arkadiusz Reca,25,Serie A,Midfielder,SPAL,1932,965,967,25,13,12,0,0,0,2,0,41,21,20,2,0.09,0.09,0,0,0,0,77,966
Armando Izzo,28,Serie A,Defender,Torino,2688,1262,1426,31,15,16,1,0,1,0,0,49,19,30,8,0.03,0,0.03,0,0.06,2688,87,0
Artur Ioniţă,30,Serie A,Midfielder,Cagliari,1894,987,907,34,17,17,0,0,0,2,0,28,13,15,6,0.1,0.1,0,0,0,0,56,947
Ashley Young,35,Serie A,Midfielder,Inter Milan,1186,615,571,18,9,9,4,2,2,4,0,17,9,8,1,0.61,0.3,0.3,0.29,0.32,297,66,297
Asmir Begović,33,Serie A,Goalkeeper,AC Milan,128,90,38,2,1,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,64,0
Augustas Dubickas,19,Serie A,Midfielder,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary Adama Soumaoro,28,Serie A,Defender,Genoa,637,360,277,8,4,4,1,0,1,0,0,14,10,4,2,0.14,0,0.14,0,0.32,637,80,0
Bartosz Bereszyński,28,Serie A,Defender,Sampdoria,2405,1158,1247,28,14,14,0,0,0,0,0,47,20,27,10,0,0,0,0,0,0,86,0
Bartosz Salamon,29,Serie A,Defender,SPAL,341,131,210,7,4,3,0,0,0,0,0,7,3,4,1,0,0,0,0,0,0,49,0
Bartłomiej Drągowski,23,Serie A,Goalkeeper,Fiorentina,2790,1530,1260,31,17,14,0,0,0,0,0,39,22,17,1,0,0,0,0,0,0,90,0
Bastos,29,Serie A,Defender,Lazio,756,338,418,16,7,9,1,1,0,0,0,10,5,5,4,0.12,0,0.12,0.27,0,756,47,0
Berat Djimsiti,27,Serie A,Defender,Atalanta,2789,1555,1234,34,19,15,2,2,0,1,0,35,23,12,5,0.1,0.03,0.06,0.12,0,1395,82,2789
Biagio Meccariello,29,Serie A,Defender,Lecce,767,426,341,14,7,7,1,1,0,0,0,20,13,7,2,0.12,0,0.12,0.21,0,767,55,0
Birkir Bjarnason,32,Serie A,Midfielder,Brescia,802,354,448,13,6,7,0,0,0,1,0,24,6,18,1,0.11,0.11,0,0,0,0,62,802
Blaise Matuidi,33,Serie A,Midfielder,Juventus,2231,1252,979,35,19,16,0,0,0,2,0,23,12,11,2,0.08,0.08,0,0,0,0,64,1116
Blerim Džemaili,34,Serie A,Midfielder,Bologna,696,344,352,14,6,8,1,1,0,1,0,17,7,10,2,0.26,0.13,0.13,0.26,0,696,50,696
Bobby Adekanye,21,Serie A,Forward,Lazio,177,134,43,11,7,4,1,1,0,0,0,3,3,0,1,0.51,0,0.51,0.67,0,177,16,0
Bogdan Jocic,19,Serie A,Midfielder,Hellas Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boris Radunović,24,Serie A,Goalkeeper,Hellas Verona,270,180,90,3,2,1,0,0,0,0,0,7,4,3,1,0,0,0,0,0,0,90,0
Borja Valero,35,Serie A,Midfielder,Inter Milan,925,655,270,19,11,8,2,1,1,0,0,8,6,2,4,0.19,0,0.19,0.14,0.33,463,49,0
Boško Šutalo,20,Serie A,Midfielder,Atalanta,278,105,173,7,4,3,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,40,0
Botond Balogh,18,Serie A,Defender,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brain Oddei,18,Serie A,Forward,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bram Nuytinck,30,Serie A,Defender,Udinese,2229,1055,1174,26,12,14,0,0,0,0,0,27,11,16,2,0,0,0,0,0,0,86,0
Brayan Emanuel Vera Ramírez,21,Serie A,Forward,Lecce,149,43,106,8,4,4,0,0,0,1,0,2,0,2,0,0.6,0.6,0,0,0,0,19,149
Bruno Alves,38,Serie A,Defender,Parma,2673,1312,1361,33,16,17,0,0,0,0,0,43,19,24,4,0,0,0,0,0,0,81,0
Bruno da Silva Peres,30,Serie A,Defender,Roma,1058,556,502,16,8,8,2,0,2,2,0,15,7,8,3,0.34,0.17,0.17,0,0.36,529,66,529
Bruno Martella,28,Serie A,Defender,Brescia,1263,505,758,24,11,13,0,0,0,0,0,28,8,20,3,0,0,0,0,0,0,53,0
Bryan Cristante,25,Serie A,Midfielder,Roma,1613,912,701,26,14,12,1,1,0,3,0,30,15,15,8,0.22,0.17,0.06,0.1,0,1613,62,538
Bryan Dabo,28,Serie A,Midfielder,SPAL,1123,652,471,16,9,7,1,0,1,4,0,33,17,16,4,0.4,0.32,0.08,0,0.19,1123,70,281
Carles Pérez Sayol,22,Serie A,Forward,Roma,562,246,316,14,7,7,1,0,1,3,0,11,4,7,2,0.64,0.48,0.16,0,0.28,562,40,187
Carlo Pinsoglio,30,Serie A,Goalkeeper,Juventus,18,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Cengiz Ünder,23,Serie A,Midfielder,Roma,873,446,427,18,10,8,3,2,1,0,0,17,8,9,2,0.31,0,0.31,0.4,0.21,291,49,0
Charalampos Lykogiannis,27,Serie A,Defender,Cagliari,1337,501,836,20,7,13,0,0,0,1,0,16,5,11,4,0.07,0.07,0,0,0,0,67,1337
Chris Smalling,30,Serie A,Defender,Roma,2566,1186,1380,30,14,16,3,1,2,2,0,36,17,19,3,0.18,0.07,0.11,0.08,0.13,855,86,1283
Christian Celesia,18,Serie A,Defender,Torino,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Dalle Mura,18,Serie A,Defender,Fiorentina,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Dell'Orco,26,Serie A,Defender,Lecce,1007,452,555,14,7,7,0,0,0,1,0,20,9,11,2,0.09,0.09,0,0,0,0,72,1007
Christian Eriksen,28,Serie A,Midfielder,Inter Milan,700,352,348,17,8,9,1,1,0,2,0,5,3,2,0,0.39,0.26,0.13,0.26,0,700,41,350
Christian Gabriel Oliva Giménez,24,Serie A,Midfielder,Cagliari,463,187,276,11,6,5,1,0,1,1,0,6,5,1,1,0.39,0.19,0.19,0,0.33,463,42,463
Christian Kouamé,22,Serie A,Forward,Fiorentina,1215,661,554,18,10,8,6,2,4,3,0,24,7,17,1,0.67,0.22,0.44,0.27,0.65,203,68,405
Christian Pierobon,18,Serie A,Midfielder,Hellas Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciro Immobile,30,Serie A,Forward,Lazio,3176,1578,1598,37,18,19,36,19,17,9,14,34,13,21,8,1.28,0.26,1.02,1.08,0.96,88,86,353
Claud Adjapong,22,Serie A,Defender,Hellas Verona,228,24,204,5,1,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,46,0
Cristian Daniel Ansaldi,34,Serie A,Defender,Torino,1772,925,847,27,14,13,4,1,3,4,0,30,13,17,9,0.41,0.2,0.2,0.1,0.32,443,66,443
Cristian Gabriel Romero,22,Serie A,Defender,Genoa,2581,1301,1280,30,15,15,1,1,0,1,0,51,22,29,15,0.07,0.03,0.03,0.07,0,2581,86,2581
Cristián Zapata,34,Serie A,Defender,Genoa,1717,990,727,20,11,9,1,1,0,0,0,29,12,17,4,0.05,0,0.05,0.09,0,1717,86,0
Cristiano Biraghi,28,Serie A,Defender,Inter Milan,1578,793,785,26,14,12,2,1,1,6,0,13,6,7,3,0.46,0.34,0.11,0.11,0.11,789,61,263
Cristiano Ronaldo,35,Serie A,Forward,Juventus,2919,1495,1424,33,17,16,31,22,9,5,12,33,13,20,3,1.11,0.15,0.96,1.32,0.57,94,88,584
Cristóbal Montiel Rodríguez,20,Serie A,Midfielder,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalbert Henrique,27,Serie A,Defender,Fiorentina,2491,1303,1188,31,16,15,0,0,0,5,0,33,18,15,9,0.18,0.18,0,0,0,0,80,498
Daniel Cerantola Fuzato,23,Serie A,Goalkeeper,Roma,90,0,90,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,0
Daniel Maldini,19,Serie A,Forward,AC Milan,25,25,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Daniele Baselli,28,Serie A,Midfielder,Torino,1288,649,639,16,8,8,0,0,0,2,0,22,8,14,3,0.14,0.14,0,0,0,0,81,644
Daniele Dessena,33,Serie A,Midfielder,Brescia,1876,957,919,24,13,11,2,1,1,0,0,40,15,25,7,0.1,0,0.1,0.09,0.1,938,78,0
Daniele Gastaldello,37,Serie A,Defender,Brescia,389,193,196,8,3,5,0,0,0,0,0,9,4,5,1,0,0,0,0,0,0,49,0
Daniele Padelli,35,Serie A,Goalkeeper,Inter Milan,270,90,180,3,1,2,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,90,0
Daniele Ragatzu,29,Serie A,Forward,Cagliari,304,173,131,13,7,6,1,0,1,0,0,5,2,3,1,0.3,0,0.3,0,0.69,304,23,0
Daniele Rugani,26,Serie A,Defender,Juventus,687,283,404,10,5,5,0,0,0,0,0,14,4,10,2,0,0,0,0,0,0,69,0
Danilo,29,Serie A,Defender,Juventus,1441,713,728,22,10,12,2,1,1,0,0,25,11,14,4,0.12,0,0.12,0.13,0.12,721,66,0
Danilo Cataldi,26,Serie A,Midfielder,Lazio,577,284,293,21,11,10,1,0,1,0,0,5,1,4,3,0.16,0,0.16,0,0.31,577,27,0
Danilo D'Ambrosio,32,Serie A,Defender,Inter Milan,1399,778,621,22,11,11,4,3,1,0,0,8,6,2,6,0.26,0,0.26,0.35,0.14,350,64,0
Danilo Larangeira,36,Serie A,Defender,Bologna,2642,1438,1204,30,16,14,2,0,2,0,0,44,21,23,11,0.07,0,0.07,0,0.15,1321,88,0
Daouda Peeters,21,Serie A,Midfielder,Juventus,14,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Darko Lazović,30,Serie A,Midfielder,Hellas Verona,3247,1580,1667,38,19,19,3,1,2,7,0,43,21,22,4,0.28,0.19,0.08,0.06,0.11,1082,85,464
David Heidenreich,20,Serie A,Defender,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ospina Ramírez,32,Serie A,Goalkeeper,Napoli,1470,900,570,17,10,7,0,0,0,0,0,16,12,4,0,0,0,0,0,0,0,86,0
Davide Biraschi,26,Serie A,Defender,Genoa,2007,896,1111,24,11,13,0,0,0,1,0,39,17,22,4,0.04,0.04,0,0,0,0,84,2007
Davide Calabria,23,Serie A,Defender,AC Milan,1619,910,709,25,14,11,1,1,0,1,0,20,8,12,5,0.11,0.06,0.06,0.1,0,1619,65,1619
Davide Faraoni,29,Serie A,Defender,Hellas Verona,3229,1699,1530,36,19,17,5,2,3,3,0,39,21,18,6,0.22,0.08,0.14,0.11,0.18,646,90,1076
Davide Riccardi,24,Serie A,Defender,Lecce,19,19,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,0
Davide Santon,29,Serie A,Defender,Roma,616,175,441,15,6,9,0,0,0,0,0,11,4,7,4,0,0,0,0,0,0,41,0
Davide Zappacosta,28,Serie A,Defender,Roma,446,92,354,9,4,5,0,0,0,1,0,7,1,6,0,0.2,0.2,0,0,0,0,50,446
Dejan Kulusevski,20,Serie A,Midfielder,Parma,2937,1493,1444,36,19,17,10,5,5,8,1,50,20,30,3,0.55,0.25,0.31,0.3,0.31,294,82,367
Demba Thiam,22,Serie A,Goalkeeper,SPAL,180,180,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,90,0
Denilho Cleonise,18,Serie A,Forward,Genoa,43,2,41,4,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0
Denis Portanova,19,Serie A,Defender,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Vavro,24,Serie A,Defender,Lazio,318,90,228,11,5,6,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,29,0
Diego Abbrandini,19,Serie A,Goalkeeper,Brescia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego da Silva Farias,30,Serie A,Forward,Lecce,832,338,494,18,9,9,2,1,1,0,0,20,10,10,3,0.22,0,0.22,0.27,0.18,416,46,0
Diego Demme,28,Serie A,Midfielder,Napoli,904,318,586,15,7,8,1,0,1,0,0,14,6,8,6,0.1,0,0.1,0,0.15,904,60,0
Diego Godín,34,Serie A,Defender,Inter Milan,1629,849,780,23,12,11,1,1,0,1,0,14,8,6,5,0.11,0.06,0.06,0.11,0,1629,71,1629
Diego Laxalt,27,Serie A,Midfielder,Torino,755,364,391,20,9,11,0,0,0,1,0,14,7,7,4,0.12,0.12,0,0,0,0,38,755
Diego Perotti,32,Serie A,Forward,Roma,873,447,426,21,11,10,5,2,3,3,4,15,9,6,4,0.82,0.31,0.52,0.4,0.63,175,42,291
Dimitri Bisoli,26,Serie A,Midfielder,Brescia,2154,1014,1140,25,12,13,1,1,0,1,0,39,18,21,6,0.08,0.04,0.04,0.09,0,2154,86,2154
Dion Ruffo Luci,19,Serie A,Midfielder,Bologna,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djavan Anderson,25,Serie A,Defender,Lazio,165,23,142,6,2,4,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,28,0
Domenico Berardi,26,Serie A,Forward,Sassuolo,2504,1408,1096,31,17,14,14,9,5,10,2,43,28,15,7,0.86,0.36,0.5,0.58,0.41,179,81,250
Domenico Criscito,33,Serie A,Defender,Genoa,2055,900,1155,26,12,14,8,3,5,0,8,40,13,27,7,0.35,0,0.35,0.3,0.39,257,79,0
Douglas Costa,30,Serie A,Midfielder,Juventus,792,464,328,23,12,11,1,0,1,4,0,7,4,3,1,0.57,0.45,0.11,0,0.27,792,34,198
Dries Mertens,33,Serie A,Forward,Napoli,1686,816,870,31,16,15,9,5,4,7,0,27,11,16,5,0.85,0.37,0.48,0.55,0.41,187,54,241
