full_name,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Seydou Sy,24,Ligue 1,Goalkeeper,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidy Sarr,24,Ligue 1,Midfielder,Nîmes,1157,438,719,22,10,12,0,0,0,2,0,21,4,17,6,0.16,0.16,0,0,0,0,53,579
Simon Brady Ngapandouetnbu,16,Ligue 1,Goalkeeper,Olympique Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane Alakouch,22,Ligue 1,Midfielder,Nîmes,1406,753,653,17,9,8,0,0,0,0,0,23,6,17,3,0,0,0,0,0,0,83,0
Souleyman Doumbia,24,Ligue 1,Defender,Angers SCO,540,270,270,6,3,3,0,0,0,1,0,2,0,2,1,0.17,0.17,0,0,0,0,90,540
Souleymane Camara,37,Ligue 1,Forward,Montpellier,150,41,109,13,4,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0
Stanley Nsoki,21,Ligue 1,Midfielder,Nice,1272,814,458,17,10,7,0,0,0,1,0,17,11,6,3,0.07,0.07,0,0,0,0,75,1272
Stefan Bajic,18,Ligue 1,Goalkeeper,Saint-Étienne,90,90,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,90,0
Stefan Mitrović,30,Ligue 1,Defender,Strasbourg,2054,884,1170,23,10,13,1,0,1,1,0,24,10,14,4,0.09,0.04,0.04,0,0.08,2054,89,2054
Stéphane Bahoken,28,Ligue 1,Forward,Angers SCO,906,406,500,20,11,9,4,2,2,0,1,9,5,4,3,0.4,0,0.4,0.44,0.36,227,45,0
Stéphane Ruffier,34,Ligue 1,Goalkeeper,Saint-Étienne,1980,900,1080,22,10,12,0,0,0,0,0,38,15,23,1,0,0,0,0,0,0,90,0
Stephy Mavididi,22,Ligue 1,Forward,Dijon,1393,685,708,24,11,13,5,5,0,1,0,17,5,12,0,0.39,0.06,0.32,0.66,0,279,58,1393
Stevan Jovetić,31,Ligue 1,Forward,Monaco,474,212,262,9,5,4,2,2,0,0,0,5,2,3,3,0.38,0,0.38,0.85,0,237,53,0
Steve Mandanda,35,Ligue 1,Goalkeeper,Olympique Marseille,2371,1170,1201,27,13,14,0,0,0,0,0,22,10,12,1,0,0,0,0,0,0,88,0
Steven Moreira,26,Ligue 1,Defender,Toulouse,1390,658,732,17,8,9,0,0,0,0,0,23,7,16,5,0,0,0,0,0,0,82,0
Steven N'Kemboanza Mike Christopher N'Zonzi,31,Ligue 1,Midfielder,Rennes,385,205,180,5,3,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,77,0
Stopilla Sunzu,31,Ligue 1,Defender,Metz,1351,649,702,17,8,9,0,0,0,0,0,23,8,15,3,0,0,0,0,0,0,79,0
Tanguy Kouassi,18,Ligue 1,Defender,PSG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Téji Savanier,28,Ligue 1,Midfielder,Montpellier,1532,741,791,19,9,10,6,5,1,2,2,22,4,18,5,0.47,0.12,0.35,0.61,0.11,255,81,766
Théo Barbet,19,Ligue 1,Defender,Dijon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Théo Pellenard,26,Ligue 1,Defender,Angers SCO,452,201,251,8,5,3,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,57,0
Théo Sainte-Luce,22,Ligue 1,Defender,Nîmes,19,18,1,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0
Theo Valls,24,Ligue 1,Defender,Nîmes,1641,823,818,23,11,12,1,1,0,1,0,26,6,20,2,0.11,0.05,0.05,0.11,0,1641,71,1641
Théo Vermot,23,Ligue 1,Goalkeeper,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theoson Jordan Siebatcheu,24,Ligue 1,Forward,Rennes,434,149,285,14,5,9,0,0,0,1,0,2,2,0,3,0.21,0.21,0,0,0,0,31,434
Thiago Maia,23,Ligue 1,Midfielder,Lille,45,34,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Thiago Mendes,28,Ligue 1,Midfielder,Olympique Lyonnais,1817,845,972,22,11,11,0,0,0,6,0,20,5,15,4,0.3,0.3,0,0,0,0,83,303
Thiago Silva,36,Ligue 1,Defender,PSG,1576,744,832,21,10,11,0,0,0,0,0,11,3,8,1,0,0,0,0,0,0,75,0
Thibaut Vargas,20,Ligue 1,Midfielder,Montpellier,152,89,63,3,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,51,0
Thierry Ambrose,23,Ligue 1,Forward,Metz,537,238,299,18,10,8,0,0,0,0,0,8,2,6,1,0,0,0,0,0,0,30,0
Thilo Kehrer,24,Ligue 1,Defender,PSG,480,378,102,7,5,2,1,0,1,0,0,7,6,1,0,0.19,0,0.19,0,0.88,480,69,0
Thomas Basila,21,Ligue 1,Defender,Nantes,411,162,249,7,3,4,0,0,0,0,0,8,4,4,1,0,0,0,0,0,0,59,0
Thomas Delaine,28,Ligue 1,Defender,Metz,1254,475,779,16,7,9,0,0,0,0,0,21,8,13,4,0,0,0,0,0,0,78,0
Thomas Foket,26,Ligue 1,Midfielder,Reims,2430,1260,1170,27,14,13,0,0,0,1,0,17,7,10,3,0.04,0.04,0,0,0,0,90,2430
Thomas Mangani,33,Ligue 1,Midfielder,Angers SCO,1874,1114,760,24,14,10,2,2,0,2,0,27,12,15,0,0.19,0.1,0.1,0.16,0,937,78,937
Thomas Meunier,29,Ligue 1,Defender,PSG,1243,561,682,16,8,8,0,0,0,1,0,11,6,5,3,0.07,0.07,0,0,0,0,78,1243
Thomas Monconduit,29,Ligue 1,Defender,Amiens SC,1367,696,671,19,10,9,0,0,0,0,0,25,10,15,8,0,0,0,0,0,0,72,0
Tiago Emanuel Embalo Djaló,20,Ligue 1,Defender,Lille,664,351,313,8,4,4,0,0,0,0,0,7,3,4,1,0,0,0,0,0,0,83,0
Tiemoué Bakayoko,26,Ligue 1,Midfielder,Monaco,1722,888,834,20,10,10,1,1,0,2,0,28,16,12,5,0.16,0.1,0.05,0.1,0,1722,86,861
Timothée Kolodziejczak,29,Ligue 1,Defender,Saint-Étienne,1304,630,674,15,7,8,0,0,0,0,0,18,4,14,6,0,0,0,0,0,0,87,0
Timothée NKada,21,Ligue 1,Forward,Reims,140,93,47,8,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0
Timothy Weah,20,Ligue 1,Forward,Lille,84,78,6,3,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,28,0
Toma Bašić,23,Ligue 1,Midfielder,Bordeaux,992,520,472,15,8,7,1,0,1,3,0,14,7,7,4,0.36,0.27,0.09,0,0.19,992,66,331
Tristan Dingome,29,Ligue 1,Midfielder,Reims,900,479,421,15,8,7,0,0,0,1,0,6,4,2,1,0.1,0.1,0,0,0,0,60,900
Ulrick Brad Eneme Ella,19,Ligue 1,Forward,Amiens SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentin Gendrey,20,Ligue 1,Defender,Amiens SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentin Rabouille,20,Ligue 1,Goalkeeper,Nîmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentin Rongier,25,Ligue 1,Midfielder,Olympique Marseille,2063,974,1089,26,12,14,0,0,0,3,0,20,8,12,3,0.13,0.13,0,0,0,0,79,688
Valère Germain,30,Ligue 1,Forward,Olympique Marseille,1347,711,636,25,12,13,2,1,1,4,0,18,7,11,1,0.4,0.27,0.13,0.13,0.14,674,54,337
Victor James Osimhen,21,Ligue 1,Forward,Lille,2289,1299,990,27,15,12,13,10,3,4,2,22,9,13,4,0.67,0.16,0.51,0.69,0.27,176,85,572
Victorien Angban,24,Ligue 1,Midfielder,Metz,1023,574,449,20,10,10,0,0,0,0,0,13,8,5,0,0,0,0,0,0,0,51,0
Vincent Manceau,31,Ligue 1,Defender,Angers SCO,1980,990,990,22,11,11,0,0,0,0,0,28,12,16,1,0,0,0,0,0,0,90,0
Vincent Pajot,30,Ligue 1,Midfielder,Metz,632,293,339,13,6,7,0,0,0,4,0,6,1,5,1,0.57,0.57,0,0,0,0,49,158
Virgiliu Postolachi,20,Ligue 1,Forward,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitorino Hilton,43,Ligue 1,Defender,Montpellier,2511,1251,1260,28,14,14,0,0,0,2,0,33,9,24,2,0.07,0.07,0,0,0,0,90,1256
Vlatko Stojanovski,23,Ligue 1,Midfielder,Nîmes,119,89,30,6,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,0
Vukašin Jovanović,24,Ligue 1,Defender,Bordeaux,570,380,190,9,6,3,0,0,0,1,0,6,3,3,4,0.16,0.16,0,0,0,0,63,570
Wahbi Khazri,29,Ligue 1,Midfielder,Saint-Étienne,1153,631,522,16,8,8,3,3,0,2,1,21,11,10,4,0.39,0.16,0.23,0.43,0,384,72,577
Walter Daniel Benítez,27,Ligue 1,Goalkeeper,Nice,2340,1260,1080,26,14,12,0,0,0,0,0,34,17,17,0,0,0,0,0,0,0,90,0
Wesley Fofana,19,Ligue 1,Midfielder,Saint-Étienne,1214,630,584,14,7,7,1,1,0,0,0,20,11,9,4,0.07,0,0.07,0.14,0,1214,87,0
Wesley Lautoa,33,Ligue 1,Defender,Dijon,1872,847,1025,23,11,12,0,0,0,1,0,27,10,17,3,0.05,0.05,0,0,0,0,81,1872
Wesley Moustache Mayeko,21,Ligue 1,Defender,Nantes,46,0,46,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,46,0
Wesley Saïd,25,Ligue 1,Forward,Toulouse,1161,457,704,23,11,12,2,0,2,1,0,25,7,18,2,0.23,0.08,0.16,0,0.26,581,50,1161
Wilfried Aka Kanga,22,Ligue 1,Forward,Angers SCO,64,17,47,4,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,0
William Saliba,19,Ligue 1,Defender,Saint-Étienne,991,540,451,12,6,6,0,0,0,0,0,13,5,8,0,0,0,0,0,0,0,83,0
William Vainqueur,31,Ligue 1,Midfielder,Toulouse,1724,879,845,21,10,11,0,0,0,0,0,36,16,20,8,0,0,0,0,0,0,82,0
Wissam Ben Yedder,29,Ligue 1,Forward,Monaco,2173,1039,1134,26,13,13,18,11,7,4,3,34,13,21,2,0.91,0.17,0.75,0.95,0.56,121,84,543
Wylan Cyprien,25,Ligue 1,Midfielder,Nice,1774,974,800,20,11,9,7,4,3,3,5,25,11,14,3,0.51,0.15,0.36,0.37,0.34,253,89,591
Xavier Chavalerin,29,Ligue 1,Midfielder,Reims,2148,1080,1068,24,12,12,1,1,0,3,0,17,7,10,6,0.17,0.13,0.04,0.08,0,2148,90,716
Xeka,26,Ligue 1,Midfielder,Lille,706,380,326,17,9,8,0,0,0,0,0,8,2,6,4,0,0,0,0,0,0,42,0
Yacine Adli,20,Ligue 1,Midfielder,Bordeaux,1018,438,580,21,9,12,3,0,3,3,0,9,3,6,3,0.53,0.27,0.27,0,0.47,339,48,339
Yann Gboho,19,Ligue 1,Midfielder,Rennes,222,119,103,8,4,4,1,1,0,1,0,3,2,1,1,0.81,0.41,0.41,0.76,0,222,28,222
Yann M'Vila,30,Ligue 1,Midfielder,Saint-Étienne,1941,872,1069,23,11,12,0,0,0,2,0,34,13,21,1,0.09,0.09,0,0,0,0,84,971
Yannis Clementia,23,Ligue 1,Goalkeeper,Nice,180,90,90,2,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,90,0
Yassine Benrahou,21,Ligue 1,Midfielder,Nîmes,929,562,367,15,8,7,2,2,0,5,0,11,6,5,1,0.68,0.48,0.19,0.32,0,465,62,186
Yassine Benzia,26,Ligue 1,Forward,Dijon,174,66,108,3,1,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,58,0
Yaya Sanogo,27,Ligue 1,Forward,Toulouse,907,595,312,15,8,7,3,3,0,1,1,22,13,9,1,0.4,0.1,0.3,0.45,0,302,60,907
Yehvann Diouf,21,Ligue 1,Goalkeeper,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoan Cardinale,26,Ligue 1,Goalkeeper,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoann Court,30,Ligue 1,Forward,Brest,1472,698,774,23,12,11,3,2,1,7,0,21,5,16,6,0.61,0.43,0.18,0.26,0.12,491,64,210
Yohan Cabaye,34,Ligue 1,Midfielder,Saint-Étienne,863,442,421,15,8,7,0,0,0,1,0,15,7,8,3,0.1,0.1,0,0,0,0,58,863
Yohann Pelé,37,Ligue 1,Goalkeeper,Olympique Marseille,149,90,59,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,75,0
Youcef Attal,24,Ligue 1,Defender,Nice,1006,504,502,13,7,6,1,1,0,1,0,16,5,11,5,0.18,0.09,0.09,0.18,0,1006,77,1006
Youssef Aït Bennasser,24,Ligue 1,Midfielder,Bordeaux,534,293,241,12,5,7,0,0,0,1,0,5,2,3,1,0.17,0.17,0,0,0,0,45,534
Youssouf Fofana,21,Ligue 1,Midfielder,Monaco,1622,658,964,20,9,11,1,1,0,2,0,18,5,13,1,0.17,0.11,0.06,0.14,0,1622,81,811
Youssouf Koné,25,Ligue 1,Defender,Olympique Lyonnais,821,348,473,11,5,6,0,0,0,0,0,10,2,8,2,0,0,0,0,0,0,75,0
Youssouf Sabaly,27,Ligue 1,Defender,Bordeaux,914,490,424,12,6,6,0,0,0,1,0,14,6,8,1,0.1,0.1,0,0,0,0,76,914
Yunis Abdelhamid,33,Ligue 1,Defender,Reims,2520,1260,1260,28,14,14,3,2,1,0,0,19,7,12,0,0.11,0,0.11,0.14,0.07,840,90,0
Yusuf Yazıcı,23,Ligue 1,Midfielder,Lille,843,476,367,18,9,9,1,1,0,4,1,7,1,6,2,0.53,0.43,0.11,0.19,0,843,47,211
Yvann Macon,40,Ligue 1,Midfielder,Saint-Étienne,97,0,97,2,0,2,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,49,0
Zaydou Youssouf,21,Ligue 1,Midfielder,Saint-Étienne,1072,476,596,16,7,9,0,0,0,0,0,15,5,10,4,0,0,0,0,0,0,67,0
Zinedine Ferhat,27,Ligue 1,Midfielder,Nîmes,2249,1156,1093,26,13,13,3,2,1,4,0,41,14,27,1,0.28,0.16,0.12,0.16,0.08,750,87,562
Zinédine Ould Khaled,20,Ligue 1,Defender,Angers SCO,60,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
