full_name,age,league,position,current_club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Juan Soriano Oropesa,23,La Liga,Goalkeeper,Leganés,990,540,450,11,6,5,0,0,0,0,0,16,7,9,2,0,0,0,0,0,0,90,0
Juan Villar Vázquez,32,La Liga,Midfielder,CA Osasuna,234,180,54,10,6,4,1,1,0,0,1,4,3,1,1,0.38,0,0.38,0.5,0,234,23,0
Juanmi,27,La Liga,Forward,Real Betis,261,88,173,8,4,4,1,0,1,0,0,5,2,3,2,0.34,0,0.34,0,0.52,261,33,0
Julen Lobete Cienfuegos,20,La Liga,Forward,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jules Koundé,22,La Liga,Defender,Sevilla FC,2306,1189,1117,29,14,15,1,0,1,1,0,22,8,14,6,0.08,0.04,0.04,0,0.08,2306,80,2306
Júnior Wakalibille Lago,29,La Liga,Midfielder,RCD Mallorca,2190,1114,1076,35,18,17,4,4,0,0,3,32,10,22,3,0.16,0,0.16,0.32,0,548,63,0
Kangin Lee,19,La Liga,Midfielder,Valencia CF,446,271,175,17,7,10,2,2,0,0,0,8,4,4,3,0.4,0,0.4,0.66,0,223,26,0
Karim Benzema,32,La Liga,Forward,Real Madrid,3155,1508,1647,37,18,19,21,13,8,8,5,22,11,11,0,0.83,0.23,0.6,0.78,0.44,150,85,394
Karl Toko Ekambi,28,La Liga,Forward,Villarreal,995,458,537,18,9,9,6,4,2,2,0,14,6,8,0,0.72,0.18,0.54,0.79,0.34,166,55,498
Kenan Kodro,27,La Liga,Forward,Athletic Club Bilbao,359,26,333,12,4,8,1,0,1,0,0,5,0,5,0,0.25,0,0.25,0,0.27,359,30,0
Kenneth Josiah Omeruo,27,La Liga,Defender,Leganés,1878,797,1081,23,10,13,1,1,0,0,0,29,11,18,5,0.05,0,0.05,0.11,0,1878,82,0
Kevin Gameiro,33,La Liga,Forward,Valencia CF,1582,623,959,29,14,15,6,3,3,2,0,25,2,23,0,0.46,0.11,0.34,0.43,0.28,264,55,791
Kévin Rodrigues,26,La Liga,Defender,Leganés,1939,778,1161,27,11,16,1,1,0,2,0,24,10,14,6,0.14,0.09,0.05,0.12,0,1939,72,970
Kévin Soni,22,La Liga,Midfielder,RCD Espanyol,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Kevin Vázquez Comesaña,27,La Liga,Defender,Celta de Vigo,1332,757,575,17,9,8,0,0,0,0,0,19,11,8,6,0,0,0,0,0,0,78,0
Keylor Navas,33,La Liga,Goalkeeper,Real Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Trippier,30,La Liga,Defender,Atlético Madrid,1981,1322,659,25,16,9,0,0,0,4,0,13,7,6,2,0.18,0.18,0,0,0,0,79,495
Kike,30,La Liga,Forward,SD Eibar,1774,902,872,27,13,14,5,3,2,1,0,24,12,12,2,0.3,0.05,0.25,0.3,0.21,355,66,1774
Koba Lein Koindredi,19,La Liga,Midfielder,Valencia CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koke,28,La Liga,Midfielder,Atlético Madrid,2699,1470,1229,32,17,15,4,4,0,5,0,19,9,10,5,0.3,0.17,0.13,0.24,0,675,84,540
Laureano Antonio Villa Suárez,25,La Liga,Midfielder,Real Valladolid,1365,964,401,23,16,7,0,0,0,1,0,13,7,6,4,0.07,0.07,0,0,0,0,59,1365
Leandro Cabrera,29,La Liga,Defender,RCD Espanyol,3062,1576,1486,35,18,17,2,1,1,1,0,36,15,21,5,0.09,0.03,0.06,0.06,0.06,1531,87,3062
Leandro Chichizola,30,La Liga,Goalkeeper,Getafe CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lei Wu,28,La Liga,Midfielder,RCD Espanyol,1724,934,790,33,17,16,4,3,1,0,0,25,14,11,3,0.21,0,0.21,0.29,0.11,431,52,0
Leonardo Koutris,25,La Liga,Midfielder,RCD Mallorca,93,62,31,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,47,0
Lionel Messi,33,La Liga,Forward,FC Barcelona,2880,1486,1394,33,17,16,25,19,6,21,5,27,10,17,4,1.44,0.66,0.78,1.15,0.39,115,87,137
Lisandro Magallán,27,La Liga,Defender,Deportivo Alavés,1194,542,652,17,7,10,1,1,0,1,0,29,9,20,4,0.15,0.08,0.08,0.17,0,1194,70,1194
Ljubomir Fejsa,32,La Liga,Midfielder,Deportivo Alavés,791,159,632,13,4,9,0,0,0,0,0,16,2,14,2,0,0,0,0,0,0,61,0
Lluis López Mármol,23,La Liga,Defender,RCD Espanyol,299,209,90,4,3,1,0,0,0,0,0,7,5,2,1,0,0,0,0,0,0,75,0
Lorenzo Jesús Morón García,26,La Liga,Forward,Real Betis,2029,993,1036,36,18,18,10,7,3,3,0,40,18,22,3,0.58,0.13,0.44,0.63,0.26,203,56,676
Luca Sangalli Fuentes,25,La Liga,Midfielder,Real Sociedad,371,153,218,11,6,5,0,0,0,1,0,5,3,2,0,0.24,0.24,0,0,0,0,34,371
Lucas Ocampos,26,La Liga,Midfielder,Sevilla FC,2755,1378,1377,33,16,17,14,9,5,3,5,23,10,13,10,0.56,0.1,0.46,0.59,0.33,197,83,918
Lucas Perez,32,La Liga,Forward,Deportivo Alavés,2503,1435,1068,34,19,15,11,7,4,5,5,44,17,27,4,0.58,0.18,0.4,0.44,0.34,228,74,501
Lucas René Olaza Catrofe,26,La Liga,Defender,Celta de Vigo,3145,1620,1525,35,18,17,1,0,1,3,0,40,17,23,5,0.11,0.09,0.03,0,0.06,3145,90,1048
Lucas Vázquez,29,La Liga,Midfielder,Real Madrid,839,414,425,18,8,10,2,0,2,1,0,9,3,6,1,0.32,0.11,0.21,0,0.42,420,47,839
Luis Ezequiel Ávila,26,La Liga,Forward,CA Osasuna,1593,944,649,20,11,9,9,6,3,2,0,21,13,8,6,0.62,0.11,0.51,0.57,0.42,177,80,797
Luis Federico López Andúgar,19,La Liga,Goalkeeper,Real Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Jesús Rioja González,27,La Liga,Forward,Deportivo Alavés,1641,1001,640,28,15,13,0,0,0,0,0,21,9,12,3,0,0,0,0,0,0,59,0
Luis Perea Hernández,23,La Liga,Midfielder,CA Osasuna,19,0,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Luís Rafael Soares Alves,25,La Liga,Defender,SD Eibar,438,90,348,6,1,5,0,0,0,0,0,6,1,5,1,0,0,0,0,0,0,73,0
Luis Suárez,33,La Liga,Forward,FC Barcelona,2000,894,1106,28,13,15,16,7,9,8,1,16,7,9,4,1.08,0.36,0.72,0.7,0.73,125,71,250
Luka Jović,22,La Liga,Forward,Real Madrid,420,226,194,17,7,10,2,1,1,1,0,4,1,3,2,0.64,0.21,0.43,0.4,0.46,210,25,420
Luka Modrić,35,La Liga,Midfielder,Real Madrid,1998,1028,970,31,16,15,3,2,1,7,0,14,7,7,8,0.45,0.32,0.14,0.18,0.09,666,64,285
Luka Romero Bezzana,16,La Liga,Midfielder,RCD Mallorca,7,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Lumor Agbenyenu,24,La Liga,Defender,RCD Mallorca,1807,1081,726,23,14,9,1,0,1,0,0,31,16,15,5,0.05,0,0.05,0,0.12,1807,79,0
Luuk de Jong,30,La Liga,Forward,Sevilla FC,2061,1096,965,35,19,16,6,2,4,1,0,17,8,9,2,0.31,0.04,0.26,0.16,0.37,344,59,2061
Manu García,34,La Liga,Midfielder,Deportivo Alavés,1970,1043,927,30,16,14,0,0,0,0,0,31,11,20,11,0,0,0,0,0,0,66,0
Manu Trigueros,29,La Liga,Midfielder,Villarreal,1544,721,823,29,14,15,2,0,2,4,1,20,9,11,6,0.35,0.23,0.12,0,0.22,772,53,386
Manuel Castellano Castro,31,La Liga,Defender,CA Osasuna,193,103,90,4,2,2,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,48,0
Manuel Garrido Alvarez,20,La Liga,Forward,Leganés,115,56,59,4,2,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,29,0
Manuel Javier Vallejo Galván,23,La Liga,Forward,Valencia CF,413,211,202,11,6,5,2,0,2,0,0,4,1,3,0,0.44,0,0.44,0,0.89,207,38,0
Manuel Morlanes Ariño,21,La Liga,Midfielder,Villarreal,249,40,209,9,4,5,0,0,0,1,0,3,0,3,0,0.36,0.36,0,0,0,0,28,249
Manuel Reina Rodríguez,35,La Liga,Goalkeeper,RCD Mallorca,3240,1710,1530,36,19,17,0,0,0,0,0,57,21,36,4,0,0,0,0,0,0,90,0
Manuel Sánchez De La Peña,20,La Liga,Defender,Atlético Madrid,326,215,111,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,0
Marc Bartra,29,La Liga,Defender,Real Betis,2527,1119,1408,30,14,16,3,2,1,1,0,46,20,26,8,0.14,0.04,0.11,0.16,0.06,842,84,2527
Marc Cardona Rovira,25,La Liga,Forward,CA Osasuna,703,234,469,19,11,8,1,0,1,2,0,14,5,9,1,0.38,0.26,0.13,0,0.19,703,37,352
Marc Cucurella Saseta,22,La Liga,Defender,Getafe CF,3250,1684,1566,37,19,18,1,1,0,5,0,32,18,14,9,0.17,0.14,0.03,0.05,0,3250,88,650
Marc Navarro Ceciliano,25,La Liga,Defender,Leganés,220,84,136,4,2,2,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,55,0
Marc Pedraza Sarto,33,La Liga,Midfielder,RCD Mallorca,131,70,61,3,2,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,44,0
Marc Roca Junqué,23,La Liga,Midfielder,RCD Espanyol,3019,1595,1424,35,18,17,2,2,0,1,2,49,28,21,8,0.09,0.03,0.06,0.11,0,1510,86,3019
Marc-André ter Stegen,28,La Liga,Goalkeeper,FC Barcelona,3240,1710,1530,36,19,17,0,0,0,2,0,32,13,19,1,0.06,0.06,0,0,0,0,90,1620
Marcelo,32,La Liga,Defender,Real Madrid,1299,611,688,15,7,8,1,1,0,2,0,12,7,5,2,0.21,0.14,0.07,0.15,0,1299,87,650
Marco Asensio,24,La Liga,Midfielder,Real Madrid,334,160,174,9,5,4,3,2,1,1,0,3,1,2,0,1.08,0.27,0.81,1.13,0.52,111,37,334
Marcos Lavín Rodríguez,24,La Liga,Goalkeeper,Getafe CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Llorente,25,La Liga,Midfielder,Atlético Madrid,1367,622,745,29,14,15,3,0,3,3,0,16,6,10,4,0.4,0.2,0.2,0,0.36,456,47,456
Mariano,27,La Liga,Forward,Real Madrid,40,7,33,5,3,2,1,1,0,0,0,2,0,2,1,2.25,0,2.25,12.86,0,40,8,0
Mario Gaspar,29,La Liga,Defender,Villarreal,1962,970,992,25,12,13,0,0,0,2,0,27,13,14,2,0.09,0.09,0,0,0,0,78,981
Mario Hermoso,25,La Liga,Defender,Atlético Madrid,1220,741,479,17,11,6,0,0,0,0,0,9,6,3,4,0,0,0,0,0,0,72,0
Mario Rodríguez Ruiz,23,La Liga,Midfielder,Granada CF,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Markel Bergara,34,La Liga,Midfielder,Getafe CF,70,70,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,0
Marko Dmitrović,28,La Liga,Goalkeeper,SD Eibar,3150,1530,1620,35,17,18,0,0,0,0,0,49,23,26,3,0,0,0,0,0,0,90,0
Martín Aguirregabiria Padilla,24,La Liga,Defender,Deportivo Alavés,2097,1071,1026,31,16,15,1,1,0,1,0,37,13,24,6,0.09,0.04,0.04,0.08,0,2097,68,2097
Martin Braithwaite,29,La Liga,Forward,FC Barcelona,2338,1192,1146,35,18,17,7,3,4,2,0,32,14,18,4,0.35,0.08,0.27,0.23,0.31,334,67,1169
Martin Valijent,24,La Liga,Defender,RCD Mallorca,3184,1710,1474,36,19,17,0,0,0,0,0,56,21,35,6,0,0,0,0,0,0,88,0
Martín Zubimendi Ibañez,21,La Liga,Midfielder,Real Sociedad,571,325,246,9,5,4,0,0,0,0,0,8,4,4,3,0,0,0,0,0,0,63,0
Martin Ødegaard,21,La Liga,Midfielder,Real Sociedad,2533,1262,1271,31,15,16,4,2,2,6,0,33,14,19,3,0.36,0.21,0.14,0.14,0.14,633,82,422
Matheus Fernandes Siqueira,22,La Liga,Midfielder,Real Valladolid,166,1,165,3,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,55,0
Mathías Olivera Miramontes,23,La Liga,Defender,Getafe CF,1900,756,1144,24,9,15,0,0,0,1,0,18,8,10,7,0.05,0.05,0,0,0,0,79,1900
Matías Ezequiel Vargas Martin,23,La Liga,Midfielder,RCD Espanyol,1020,570,450,21,13,8,0,0,0,3,0,17,13,4,1,0.26,0.26,0,0,0,0,49,340
Mauro Arambarri,25,La Liga,Midfielder,Getafe CF,3072,1548,1524,35,18,17,1,1,0,1,0,30,17,13,11,0.06,0.03,0.03,0.06,0,3072,88,3072
Maxi Gómez,24,La Liga,Forward,Valencia CF,2149,1176,973,33,17,16,10,7,3,2,0,29,11,18,5,0.5,0.08,0.42,0.54,0.28,215,65,1075
Maxime Gonalons,31,La Liga,Midfielder,Granada CF,1509,670,839,19,9,10,0,0,0,0,0,20,5,15,7,0,0,0,0,0,0,79,0
Miguel Alfonso Herrero Javaloyas,32,La Liga,Midfielder,Real Valladolid,2189,1005,1184,29,14,15,1,0,1,2,1,20,4,16,6,0.12,0.08,0.04,0,0.08,2189,75,1095
Miguel Ángel Atienza Villa,21,La Liga,Midfielder,SD Eibar,27,0,27,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Miguel Ángel Guerrero,30,La Liga,Forward,Leganés,792,373,419,13,6,7,1,0,1,0,0,10,5,5,0,0.11,0,0.11,0,0.21,792,61,0
Miguel Ángel Leal Díaz,23,La Liga,Defender,Villarreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Ángel Moyà Rumbo,36,La Liga,Goalkeeper,Real Sociedad,1170,450,720,13,5,8,0,0,0,0,0,16,6,10,0,0,0,0,0,0,0,90,0
Miguel De La Fuente Escudero,21,La Liga,Forward,Real Valladolid,229,109,120,7,4,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,33,0
Miguel Gutiérrez Ortega,19,La Liga,Defender,Real Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Mari Sanchez,23,La Liga,Forward,SD Eibar,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Mikel Balenziaga,32,La Liga,Defender,Athletic Club Bilbao,561,155,406,9,3,6,0,0,0,0,0,9,3,6,1,0,0,0,0,0,0,62,0
Mikel Merino,24,La Liga,Midfielder,Real Sociedad,3143,1682,1461,36,19,17,5,5,0,1,0,41,20,21,9,0.17,0.03,0.14,0.27,0,629,87,3143
Mikel Oyarzabal,23,La Liga,Forward,Real Sociedad,3063,1549,1514,37,19,18,10,6,4,11,4,42,19,23,4,0.62,0.32,0.29,0.35,0.24,306,83,278
Mikel San José,31,La Liga,Midfielder,Athletic Club Bilbao,354,151,203,9,4,5,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,39,0
Mikel Vesga,27,La Liga,Midfielder,Athletic Club Bilbao,1264,428,836,20,8,12,0,0,0,1,0,15,5,10,3,0.07,0.07,0,0,0,0,63,1264
Miquel Parera Pizá,24,La Liga,Goalkeeper,RCD Mallorca,90,0,90,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,90,0
Moctar El Hacen El Id,22,La Liga,Midfielder,Real Valladolid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modibo Sagnan,21,La Liga,Forward,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Ezzarfani,22,La Liga,Midfielder,RCD Espanyol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Salisu Abdul Karim,21,La Liga,Defender,Real Valladolid,2726,1434,1292,31,16,15,1,1,0,1,0,28,11,17,4,0.07,0.03,0.03,0.06,0,2726,88,2726
Moisés Gómez Bordonado,26,La Liga,Midfielder,Villarreal,2326,1119,1207,37,19,18,5,5,0,4,0,30,14,16,1,0.35,0.15,0.19,0.4,0,465,63,582
Mouctar Diakhaby,23,La Liga,Defender,Valencia CF,1439,774,665,21,12,9,0,0,0,0,0,20,7,13,5,0,0,0,0,0,0,69,0
Moussa Wagué,22,La Liga,Defender,FC Barcelona,90,0,90,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,0
Mubarak Wakaso,30,La Liga,Midfielder,Deportivo Alavés,1312,692,620,16,8,8,0,0,0,0,0,24,5,19,12,0,0,0,0,0,0,82,0
Munas Dabbur,28,La Liga,Forward,Sevilla FC,24,12,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Munir,25,La Liga,Forward,Sevilla FC,1252,670,582,21,9,12,5,1,4,2,0,10,4,6,1,0.5,0.14,0.36,0.13,0.62,250,60,626
Nabil Fekir,27,La Liga,Forward,Real Betis,2649,1303,1346,32,16,16,7,4,3,4,1,48,22,26,10,0.37,0.14,0.24,0.28,0.2,378,83,662
Nacho Fernandez,30,La Liga,Defender,Real Madrid,437,123,314,6,2,4,1,0,1,0,0,2,0,2,3,0.21,0,0.21,0,0.29,437,73,0
Nacho Monreal,34,La Liga,Defender,Real Sociedad,2392,1354,1038,29,16,13,2,2,0,0,0,31,16,15,3,0.08,0,0.08,0.13,0,1196,82,0
Nacho Vidal,25,La Liga,Defender,CA Osasuna,2331,1135,1196,30,16,14,0,0,0,0,0,31,18,13,5,0,0,0,0,0,0,78,0
Naïs Djouahra,20,La Liga,Midfielder,Real Sociedad,29,27,2,2,1,1,0,0,0,1,0,1,1,0,0,3.1,3.1,0,0,0,0,15,29
Nélson Semedo,26,La Liga,Defender,FC Barcelona,2095,1125,970,32,16,16,1,0,1,2,0,22,8,14,2,0.13,0.09,0.04,0,0.09,2095,65,1048
Nemanja Gudelj,28,La Liga,Midfielder,Sevilla FC,1200,402,798,24,9,15,0,0,0,0,0,12,3,9,6,0,0,0,0,0,0,50,0
Nemanja Maksimović,25,La Liga,Midfielder,Getafe CF,2898,1461,1437,35,18,17,2,0,2,0,0,28,15,13,5,0.06,0,0.06,0,0.13,1449,83,0
Nemanja Radoja,27,La Liga,Midfielder,Levante UD,1994,1091,903,26,14,12,1,1,0,0,0,33,14,19,3,0.05,0,0.05,0.08,0,1994,77,0
Néstor Alejandro Araújo Razo,29,La Liga,Defender,Celta de Vigo,2891,1468,1423,34,17,17,1,0,1,2,0,38,16,22,10,0.09,0.06,0.03,0,0.06,2891,85,1446
Neto,31,La Liga,Goalkeeper,FC Barcelona,180,0,180,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,90,0
Nicolás Melamed Ribaudo,19,La Liga,Midfielder,RCD Espanyol,181,119,62,6,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0
Nikola Vukčević,28,La Liga,Midfielder,Levante UD,1573,734,839,30,12,18,0,0,0,2,0,28,8,20,11,0.11,0.11,0,0,0,0,52,787
Nil Garrido,19,La Liga,Midfielder,Real Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolito,34,La Liga,Forward,Celta de Vigo,1222,729,493,22,13,9,5,4,1,1,1,12,5,7,3,0.44,0.07,0.37,0.49,0.18,244,56,1222
Oghenekaro Etebo,25,La Liga,Forward,Getafe CF,574,268,306,10,6,4,1,1,0,0,0,6,2,4,4,0.16,0,0.16,0.34,0,574,57,0
Ohian Sancet Tirapu,20,La Liga,Midfielder,Athletic Club Bilbao,742,346,396,17,10,7,1,1,0,1,0,6,1,5,1,0.24,0.12,0.12,0.26,0,742,44,742
Oier Olazábal Paredes,31,La Liga,Goalkeeper,RCD Espanyol,180,180,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
Oier Sanjurjo Mate,34,La Liga,Defender,CA Osasuna,2327,1054,1273,29,13,16,2,1,1,1,0,28,16,12,14,0.12,0.04,0.08,0.09,0.07,1164,80,2327
Okay Yokuşlu,26,La Liga,Midfielder,Celta de Vigo,1978,916,1062,26,12,14,0,0,0,2,0,25,9,16,6,0.09,0.09,0,0,0,0,76,989
Oliver Burke,23,La Liga,Midfielder,Deportivo Alavés,1420,474,946,31,15,16,1,1,0,2,0,21,5,16,2,0.19,0.13,0.06,0.19,0,1420,46,710
Óliver Torres Muñoz,26,La Liga,Midfielder,Sevilla FC,1608,901,707,28,15,13,3,0,3,3,0,16,7,9,5,0.34,0.17,0.17,0,0.38,536,57,536
Óscar Clemente Mues,21,La Liga,Forward,Atlético Madrid,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Óscar de Marcos,31,La Liga,Defender,Athletic Club Bilbao,538,228,310,13,7,6,0,0,0,1,0,6,3,3,1,0.17,0.17,0,0,0,0,41,538
Óscar Esau Duarte Gaitán,31,La Liga,Defender,Levante UD,484,230,254,8,4,4,0,0,0,0,0,13,3,10,0,0,0,0,0,0,0,61,0
Óscar Melendo Jiménez,23,La Liga,Midfielder,RCD Espanyol,1111,705,406,24,12,12,0,0,0,0,0,16,13,3,0,0,0,0,0,0,0,46,0
Óscar Plano Pedreño,29,La Liga,Forward,Real Valladolid,2510,1354,1156,36,19,17,4,2,2,2,0,26,11,15,6,0.22,0.07,0.14,0.13,0.16,628,70,1255
Óscar Rodríguez Arnaiz,22,La Liga,Midfielder,Leganés,1922,1000,922,30,16,14,9,5,4,2,2,34,17,17,7,0.52,0.09,0.42,0.45,0.39,214,64,961
Ousmane Dembélé,23,La Liga,Midfielder,FC Barcelona,356,176,180,5,3,2,1,1,0,0,0,2,0,2,2,0.25,0,0.25,0.51,0,356,71,0
Pablo Chavarría,32,La Liga,Forward,RCD Mallorca,199,89,110,13,6,7,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,15,0
Pablo de Blasis,32,La Liga,Midfielder,SD Eibar,1593,848,745,30,15,15,2,1,1,3,1,29,14,15,1,0.28,0.17,0.11,0.11,0.12,797,53,531
Pablo Gozalbez Gilabert,19,La Liga,Forward,Valencia CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Hervías Ruiz,27,La Liga,Midfielder,Real Valladolid,1009,583,426,25,15,10,1,1,0,0,0,12,3,9,1,0.09,0,0.09,0.15,0,1009,40,0
Pablo Lombo Suárez,21,La Liga,Goalkeeper,Leganés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Martínez Andrés,22,La Liga,Midfielder,Levante UD,29,10,19,5,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0
Pablo Pérez Rico,19,La Liga,Defender,Sevilla FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Piatti,31,La Liga,Midfielder,RCD Espanyol,53,38,15,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18,0
Paco Alcácer,27,La Liga,Forward,Villarreal,930,527,403,13,7,6,4,3,1,1,0,13,8,5,1,0.48,0.1,0.39,0.51,0.22,233,72,930
Pape Cheik Diop Guete,23,La Liga,Midfielder,Celta de Vigo,593,276,317,16,8,8,0,0,0,1,0,8,0,8,6,0.15,0.15,0,0,0,0,37,593
Pape Diop,23,La Liga,Midfielder,SD Eibar,2257,1004,1253,30,15,15,1,0,1,0,0,40,17,23,7,0.04,0,0.04,0,0.07,2257,75,0
Pau Francisco Torres,23,La Liga,Defender,Villarreal,2970,1530,1440,34,18,16,2,1,1,1,0,43,22,21,6,0.09,0.03,0.06,0.06,0.06,1485,87,2970
Paulino de la Fuente Gómez,23,La Liga,Forward,Deportivo Alavés,72,16,56,3,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,24,0
Paulo Oliveira,28,La Liga,Defender,SD Eibar,2089,1128,961,26,13,13,1,0,1,0,0,29,14,15,7,0.04,0,0.04,0,0.09,2089,80,0
Pedro Antonio Porro Sauceda,0,La Liga,Forward,Real Valladolid,734,204,530,13,3,10,0,0,0,0,0,15,4,11,1,0,0,0,0,0,0,56,0
Pedro Bigas,30,La Liga,Defender,SD Eibar,1779,1081,698,23,13,10,3,2,1,0,0,20,14,6,2,0.15,0,0.15,0.17,0.13,593,77,0
Pedro León Sánchez Gil,33,La Liga,Midfielder,SD Eibar,1903,1135,768,31,17,14,1,1,0,2,0,26,13,13,4,0.14,0.09,0.05,0.08,0,1903,61,952
Pere Joan García Bauzà,18,La Liga,Goalkeeper,RCD Mallorca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pere Pons,27,La Liga,Midfielder,Deportivo Alavés,1068,334,734,30,15,15,1,0,1,1,0,30,5,25,3,0.17,0.08,0.08,0,0.12,1068,36,1068
Pervis Josué Estupiñán Tenorio,22,La Liga,Defender,CA Osasuna,2977,1484,1493,36,18,18,1,1,0,5,0,44,24,20,9,0.18,0.15,0.03,0.06,0,2977,83,595
Pione Sisto,25,La Liga,Forward,Celta de Vigo,884,438,446,21,10,11,2,1,1,0,0,12,3,9,2,0.2,0,0.2,0.21,0.2,442,42,0
Pol Lozano Vizuete,21,La Liga,Midfielder,RCD Espanyol,171,96,75,5,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,34,0
Portu,28,La Liga,Midfielder,Real Sociedad,2394,1310,1084,35,17,18,7,3,4,8,0,30,15,15,5,0.56,0.3,0.26,0.21,0.33,342,68,299
Rafael Alcântara do Nascimento,27,La Liga,Midfielder,Celta de Vigo,2306,1039,1267,32,15,17,4,3,1,1,0,32,12,20,5,0.2,0.04,0.16,0.26,0.07,577,72,2306
Rafael Jesús Navarro Mazuelos,26,La Liga,Defender,Deportivo Alavés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Obrador Burguera,16,La Liga,Defender,RCD Mallorca,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Ramon Olamilekan Azeez,27,La Liga,Midfielder,Granada CF,1356,738,618,25,12,13,2,1,1,0,0,14,5,9,3,0.13,0,0.13,0.12,0.15,678,54,0
Ramón Rodríguez Jiménez,21,La Liga,Midfielder,FC Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphaël Varane,27,La Liga,Defender,Real Madrid,2823,1473,1350,32,17,15,2,1,1,1,0,20,11,9,2,0.1,0.03,0.06,0.06,0.07,1412,88,2823
Raúl Albiol,35,La Liga,Defender,Villarreal,3238,1620,1618,36,18,18,1,0,1,0,0,43,22,21,9,0.03,0,0.03,0,0.06,3238,90,0
